RegionID,ZIP,City,State,Metro,CountyName,SizeRank,MedianHome,GrowthRate(1996),GrowthRate(2000),GrowthRate(2004),GrowthRate(2008),GrowthRate(2012),GrowthRate(2016)
66921,21613,Cambridge,MD,Cambridge,Dorchester County,5287,133100,2.019726859,1.562206573,1.049684543,0.719070773,1.17165493,1.059713376
76941,44011,Avon,OH,Cleveland-Elyria,Lorain County,5288,296500,1.524421594,1.639933628,1.397925507,1.272532189,1.353881279,1.161833856
96222,90732,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5289,641500,3.320393375,2.47492284,1.438018382,1.162980421,1.66840052,1.229869632
70463,29420,North Charleston,SC,Charleston-North Charleston,Charleston County,5290,191100,2.350553506,1.794366197,1.412416851,1.1375,1.44009043,1.254760341
79870,49685,Garfield,MI,Traverse City,Grand Traverse County,5291,228600,2.698937426,1.825878594,1.417234966,1.533199195,1.685840708,1.310028653
65720,19040,Upper Moreland,PA,Philadelphia-Camden-Wilmington,Montgomery County,5292,284700,2.119880864,1.955357143,1.318666049,1.05210643,1.241063644,1.127971474
71566,31548,Kingsland,GA,St. Marys,Camden County,5293,164400,2.08365019,2.002436054,1.642357642,1.035916824,1.54076851,1.226865672
92357,78261,San Antonio,TX,San Antonio-New Braunfels,Bexar County,5294,313400,1.723872387,1.574874372,1.620475698,1.222308892,1.285479902,1.093510119
73052,34233,Sarasota,FL,North Port-Sarasota-Bradenton,Sarasota County,5295,243000,2.413108242,1.869230769,1.347753744,1.134453782,1.718528996,1.110603291
78157,46517,Elkhart,IN,Elkhart-Goshen,Elkhart County,5296,145800,2.571428571,1.854961832,1.338842975,1.162679426,1.346260388,1.410058027
79495,49002,Portage,MI,Kalamazoo-Portage,Kalamazoo County,5297,155900,1.53899309,1.438191882,1.234362629,1.241242038,1.447539461,1.205723125
84490,60439,Lemont,IL,Chicago-Naperville-Elgin,Cook County,5298,360500,1.602222222,1.566710126,1.107186732,0.914974619,1.257850663,1.069415604
75569,40215,Louisville,KY,Louisville/Jefferson County,Jefferson County,5299,67200,1.559164733,1.197860963,0.986784141,0.992614476,1.233027523,1.388429752
77031,44131,Seven Hills,OH,Cleveland-Elyria,Cuyahoga County,5300,194700,1.352083333,1.229166667,1.073318633,1.14126612,1.329918033,1.193014706
82287,55437,Bloomington,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,5301,295200,2.258607498,1.76238806,1.220338983,1.168646081,1.452041318,1.180327869
100161,99212,Spokane Valley,WA,Spokane-Spokane Valley,Spokane County,5302,203200,2.319634703,2.319634703,2.011881188,1.30507386,1.666940115,1.394646534
58967,2888,Warwick,RI,Providence-Warwick,Kent County,5303,224400,2.465934066,2.235059761,1.175484547,1.027002288,1.503014066,1.280091272
74077,36869,Phenix City,AL,Columbus,Russell County,5304,77100,1.297979798,1.122270742,1.009162304,0.72326454,0.932285369,1.070833333
98001,95133,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,5305,908300,4.485432099,2.826073429,2.037917882,1.505802387,2.513977304,1.360952952
71839,32176,Ormond Beach,FL,Deltona-Daytona Beach-Ormond Beach,Volusia County,5306,248700,2.905373832,2.524873096,1.445930233,1.176442763,1.846325167,1.353837779
93300,80224,Denver,CO,Denver-Aurora-Lakewood,Denver County,5307,464100,3.425092251,2.540229885,2.013449024,1.879708384,2.01607298,1.324108417
95526,88030,Deming,NM,Deming,Luna County,5308,105200,0.998102467,0.998102467,0.998102467,7.3647E+19,0.998102467,1.65408805
71593,31605,Valdosta,GA,Valdosta,Lowndes County,5309,143200,1.838254172,1.453807107,1.291253381,0.971506106,1.097318008,1.068656716
71576,31558,Saint Marys,GA,St. Marys,Camden County,5310,172600,2.171069182,1.90718232,1.67248062,1.031063321,1.560578662,1.241726619
73104,34446,Homosassa,FL,Homosassa Springs,Citrus County,5311,187600,2.672364672,2.414414414,1.535188216,1.039911308,1.517799353,1.274456522
77064,44202,Aurora,OH,Akron,Portage County,5312,262600,1.573397244,1.420995671,1.144725371,1.241607565,1.341164454,1.185553047
63951,15220,Pittsburgh,PA,Pittsburgh,Allegheny County,5313,166000,1.997593261,1.842397336,1.507720254,1.355102041,1.366255144,1.205519245
87062,66047,Lawrence,KS,Lawrence,Douglas County,5314,228500,2.249015748,1.558663029,1.405289053,1.180878553,1.178442496,1.156962025
94520,84302,Brigham City,UT,Ogden-Clearfield,Box Elder County,5315,239300,2.142345568,1.900714853,1.845026985,1.471709717,1.704415954,1.429510155
82260,55410,Minneapolis,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,5316,471200,3.368120086,2.513066667,1.603266417,1.399049881,1.567531603,1.302377004
79903,49735,Gaylord,MI,,Otsego County,5317,127200,2.308529946,1.156363636,1.108979948,1.186567164,1.458715596,1.259405941
84501,60450,Morris,IL,Chicago-Naperville-Elgin,Grundy County,5318,190400,1.591973244,1.335203366,1.056603774,0.944444444,1.244444444,1.090492554
94460,84098,Park City,UT,Summit Park,Summit County,5319,735000,2.276951673,1.890918446,2.001633987,1.289021396,1.644663236,1.302267895
96174,90606,West Whittier-Los Nietos,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5320,495300,3.353419093,2.953488372,1.642241379,1.116546438,1.745243129,1.190625
65873,19348,East Marlborough,PA,Philadelphia-Camden-Wilmington,Chester County,5321,393700,2.04945341,1.777426637,1.253821656,1.070418706,1.282410423,1.118148253
71547,31520,Brunswick,GA,Brunswick,Glynn County,5322,67800,0.523552124,0.523552124,0.523552124,0.817852835,1.264925373,1.366935484
82262,55412,Minneapolis,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,5323,171800,3.051509769,2.069879518,1.150703282,1.073079325,2.219638243,1.440067058
89955,73130,Midwest City,OK,Oklahoma City,Oklahoma County,5324,140000,2.023121387,1.686746988,1.585503964,1.27388535,1.219512195,1.195559351
79030,48168,Northville,MI,Detroit-Warren-Dearborn,Wayne County,5325,482300,1.738018018,1.414784394,1.178641251,1.327552987,1.595434998,1.115918556
93284,80207,Denver,CO,Denver-Aurora-Lakewood,Denver County,5326,461400,5.377622378,3.13877551,2.274026614,2.126267281,2.309309309,1.288107203
84482,60431,Joliet,IL,Chicago-Naperville-Elgin,Will County,5327,205000,1.556567957,1.391717583,1.136363636,0.966525224,1.376762928,1.164772727
65707,19027,Cheltenham,PA,Philadelphia-Camden-Wilmington,Montgomery County,5328,264700,1.836918806,1.701156812,1.099709182,0.911501377,1.148373102,1.134104542
85464,62401,Effingham,IL,Effingham,Effingham County,5329,136200,1.128417564,1.128417564,1.128417564,5.3288E+21,1.128417564,1.082670906
96291,91103,Pasadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5330,738300,4.750965251,3.73255814,1.838854296,1.289381767,1.794603792,1.218920258
71659,31768,Moultrie,GA,Moultrie,Colquitt County,5331,82600,1.971360382,1.75,1.376666667,1.078328982,1.229166667,1.139310345
75331,39507,Gulfport,MS,Gulfport-Biloxi-Pascagoula,Harrison County,5332,136100,1.678175092,1.72715736,1.874655647,1.050965251,1.101132686,1.237272727
70893,30116,Carrollton,GA,Atlanta-Sandy Springs-Roswell,Carroll County,5333,150700,1.139077853,1.139077853,1.139077853,1.199840764,2.064383562,1.299137931
98436,95827,Rancho Cordova,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,5334,322700,3.10587103,2.796360485,1.340673037,1.236872365,2.213305898,1.344023324
77215,44511,Youngstown,OH,Youngstown-Warren-Boardman,Mahoning County,5335,72800,1.162939297,1.072164948,0.93814433,0.979811575,1.099697885,1.174193548
95861,89166,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,5336,299500,1.975593668,1.98739217,1.224448078,1.110081542,1.888398487,1.352755194
69582,27886,Tarboro,NC,Rocky Mount,Edgecombe County,5337,61100,1.41108545,1.246938776,1.102888087,0.941448382,1.014950166,1.026890756
78095,46324,Hammond,IN,Chicago-Naperville-Elgin,Lake County,5338,106300,1.404227213,1.312345679,1.318858561,0.995318352,1.565537555,1.373385013
81431,53716,Madison,WI,Madison,Dane County,5339,240600,2.242311277,1.92172524,1.4643944,1.277748274,1.442446043,1.25182102
66537,20659,Mechanicsville,MD,California-Lexington Park,Saint Marys County,5340,282100,2.197040498,1.997875354,1.369417476,0.875271486,1.171998338,1.145816409
67506,23061,Gloucester,VA,Virginia Beach-Norfolk-Newport News,Gloucester County,5341,224600,2.268686869,1.854665566,1.386419753,0.953715499,1.148261759,1.064959697
87061,66046,Lawrence,KS,Lawrence,Douglas County,5342,176100,2.093935791,1.516795866,1.339163498,1.116677235,1.145738452,1.15324165
99564,98104,Seattle,WA,Seattle-Tacoma-Bellevue,King County,5343,630900,3.960451977,2.524609844,2.171772806,1.546702623,2.03516129,1.357942316
72639,33483,Delray Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,5344,566800,4.131195335,3.202259887,1.682398338,1.319366853,1.751004016,1.22896791
95381,87501,Santa Fe,NM,Santa Fe,Santa Fe County,5345,476700,2.547835382,2.215148699,1.734085122,1.123762376,1.397127784,1.3256396
66017,19604,Reading,PA,Reading,Berks County,5346,57000,1.316397229,1.53638814,1.469072165,1.001757469,1.51193634,1.557377049
73743,36092,Wetumpka,AL,Montgomery,Elmore County,5347,135700,1.491208791,1.336945813,1.223624887,0.759373251,0.895709571,1.095238095
87518,67226,Wichita,KS,Wichita,Sedgwick County,5348,213700,2.340635268,1.410561056,1.34318039,1.202588633,1.222540046,1.13609782
72920,33931,Fort Myers Beach,FL,Cape Coral-Fort Myers,Lee County,5349,437100,2.894701987,2.456998314,1.271009014,1.114198318,1.504129387,1.094665665
61099,8536,Plainsboro,NJ,New York-Newark-Jersey City,Middlesex County,5350,443900,2.555555556,2.239656912,1.36500615,1.174649378,1.25572843,1.096320079
80210,50208,Newton,IA,Newton,Jasper County,5351,115600,1.754172989,1.37947494,1.189300412,1.121241513,1.216842105,1.190525232
95053,85715,Tucson,AZ,Tucson,Pima County,5352,238300,1.869019608,1.703359543,1.311502477,0.955876454,1.401764706,1.217058223
64081,15425,Connellsville,PA,Pittsburgh,Fayette County,5353,99900,2.938235294,1.9743083,1.482195846,1.395251397,1.324933687,1.213851762
77696,45505,Springfield,OH,Springfield,Clark County,5354,58200,1.2125,0.986440678,0.868656716,0.866071429,1.0228471,1.267973856
97492,93950,Pacific Grove,CA,Salinas,Monterey County,5355,909900,3.450511945,2.125934579,1.382616624,1.283537876,1.751154734,1.165343238
58213,1027,Easthampton,MA,Springfield,Hampshire County,5356,267400,2.379003559,2.030372058,1.421584264,1.169217315,1.217668488,1.202338129
92072,77632,Mauriceville,TX,Beaumont-Port Arthur,Orange County,5357,163400,2.435171386,1.978208232,1.79363337,1.46942446,1.427074236,1.277560594
66821,21211,Baltimore,MD,Baltimore-Columbia-Towson,Baltimore City,5358,205700,4.312368973,3.577391304,2.052894212,1.07583682,1.661550889,1.151091214
95888,89408,Fernley,NV,Fernley,Lyon County,5359,251300,1.925670498,1.925670498,1.925670498,1.42089E+20,1.925670498,1.457656613
95511,88007,Las Cruces,NM,Las Cruces,Dona Ana County,5360,208100,1.787800687,1.666132906,1.48113879,0.99569378,1.148454746,1.186431015
58640,2126,Boston,MA,Boston-Cambridge-Newton,Suffolk County,5361,412700,4.339642482,2.762382865,1.473402356,1.393315327,1.938468765,1.358012504
60742,7652,Paramus,NJ,New York-Newark-Jersey City,Bergen County,5362,600600,2.427647534,1.931810872,1.264421053,1.022994379,1.206024096,1.093590677
69331,27401,Greensboro,NC,Greensboro-High Point,Guilford County,5363,81700,1.123796424,1.226726727,1.131578947,0.99030303,1.27258567,1.501838235
92956,79413,Lubbock,TX,Lubbock,Lubbock County,5364,135500,2.056145675,1.828609987,1.646415553,1.338932806,1.510590858,1.162092624
96116,90265,Malibu,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5365,3045500,5.358965335,3.710856586,1.998753035,1.542103398,1.880054324,1.248309218
58671,2171,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,5366,506100,3.659436009,2.64973822,1.482425308,1.518907563,1.770818754,1.279969651
63404,14072,Grand Island,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,5367,228500,2.069746377,2.24459725,1.567215364,1.364994026,1.337039204,1.190724336
61128,8611,Trenton,NJ,Trenton,Mercer County,5368,56000,1.098039216,1.18895966,0.876369327,0.524344569,1.410579345,1.432225064
69981,28472,Whiteville,NC,,Columbus County,5369,99700,1.962598425,1.274936061,1.224815725,0.877640845,1.082519001,1.06745182
72230,32804,Orlando,FL,Orlando-Kissimmee-Sanford,Orange County,5370,333500,3.431069959,2.585271318,1.68179526,1.184303977,1.995810892,1.302225693
87506,67211,Wichita,KS,Wichita,Sedgwick County,5371,63500,1.537530266,1.140035907,1.03588907,0.939349112,1.03588907,1.117957746
94657,84721,Cedar City,UT,Cedar City,Iron County,5372,226500,2.126760563,1.704288939,1.706857573,1.078058068,1.401608911,1.186485071
96475,91724,Covina,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5373,584000,3.48864994,2.879684418,1.574973031,1.195741196,1.61192382,1.152328335
82087,55075,South Saint Paul,MN,Minneapolis-St. Paul-Bloomington,Dakota County,5374,214900,2.595410628,1.822731128,1.211386697,1.144912094,1.777502068,1.264861683
97364,93618,Dinuba,CA,Visalia-Porterville,Tulare County,5375,219400,2.462401796,2.297382199,1.65835223,1.044761905,1.798360656,1.336175396
90650,75048,Sachse,TX,Dallas-Fort Worth-Arlington,Dallas County,5376,296200,2.030157642,1.81495098,1.68486917,1.552410901,1.727113703,1.33966531
91987,77503,Pasadena,TX,Houston-The Woodlands-Sugar Land,Harris County,5377,142600,2.274322169,1.972337483,1.707784431,1.430290873,1.596864502,1.342749529
88873,71037,Haughton,LA,Shreveport-Bossier City,Bossier Parish,5378,171600,1.417010735,1.417010735,1.417010735,1.153225806,1.052115267,1.046979866
75632,40330,Harrodsburg,KY,,Mercer County,5379,134700,1.878661088,1.638686131,1.485115766,1.225659691,1.337636544,1.202678571
82074,55057,Northfield,MN,Faribault-Northfield,Rice County,5380,265600,2.663991976,1.873060649,1.245194562,1.203443589,1.588516746,1.24636321
73253,34994,Stuart,FL,Port St. Lucie,Martin County,5381,158500,2.742214533,2.560581583,1.369922213,1.09461326,2.293777135,1.630658436
94411,84044,Magna,UT,Salt Lake City,Salt Lake County,5382,279000,2.576177285,2.336683417,2.152777778,1.554317549,2.159442724,1.506479482
89959,73135,Oklahoma City,OK,Oklahoma City,Oklahoma County,5383,133800,1.892503536,1.737662338,1.385093168,1.111295681,1.126262626,1.069544365
69037,26501,Morgantown,WV,Morgantown,Monongalia County,5384,158200,2.623548922,2.445131376,1.95308642,1.329411765,1.263578275,1.057486631
66141,20018,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,5385,526700,4.640528634,3.655100625,2.317201936,1.403784648,1.861130742,1.222609099
88692,70586,Ville Platte,LA,,Evangeline Parish,5386,64900,1.594594595,1.594594595,1.594594595,7.0131E+12,1.590686275,1.144620811
90787,75235,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,5387,179100,2.874799358,2.3289987,2.056257176,1.742217899,2.139784946,1.673831776
79758,49445,Muskegon,MI,Muskegon,Muskegon County,5388,153900,1.92375,1.329015544,1.314261315,1.308673469,1.61829653,1.288944724
94810,85215,Mesa,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,5389,304600,2.468395462,2.029313791,1.717992104,1.107233733,1.800236407,1.180620155
98141,95363,Patterson,CA,Modesto,Stanislaus County,5390,360400,2.691560866,2.248284467,1.235939643,1.177777778,2.609703114,1.298738739
77910,46013,Anderson,IN,Indianapolis-Carmel-Anderson,Madison County,5391,96000,1.88976378,1.411764706,1.254901961,1.052631579,1.367521368,1.420118343
84990,61455,Macomb,IL,Macomb,McDonough County,5392,88300,0.953563715,0.953563715,0.953563715,4.19382E+12,1.007990868,0.97246696
77542,45251,Northgate,OH,Cincinnati,Hamilton County,5393,125300,1.513285024,1.324524313,1.083910035,1.102992958,1.396878484,1.314795383
82281,55431,Bloomington,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,5394,277500,2.388123924,1.820866142,1.237182345,1.187419769,1.541666667,1.213379974
58562,1950,Newburyport,MA,Boston-Cambridge-Newton,Essex County,5395,522500,3.180158247,2.141393443,1.398554604,1.360677083,1.452599388,1.167858739
79507,49014,Battle Creek,MI,Battle Creek,Calhoun County,5396,113400,1.791469194,1.288636364,1.165467626,1.098837209,1.64586357,1.501986755
58445,1606,Worcester,MA,Worcester,Worcester County,5397,249300,2.654952077,1.980142971,1.162237762,1.137836604,1.503618818,1.309348739
79684,49316,Gaines,MI,Grand Rapids-Wyoming,Kent County,5398,260300,1.7376502,1.574712644,1.578532444,1.461538462,1.675032175,1.222065728
93856,82007,Cheyenne,WY,Cheyenne,Laramie County,5399,197500,2.16083151,1.969092722,1.590177134,1.316666667,1.293385724,1.202801462
58919,2818,East Greenwich,RI,Providence-Warwick,Kent County,5400,413700,2.469850746,2.063341646,1.104378003,1.07092933,1.279220779,1.148209825
87048,66030,Gardner,KS,Kansas City,Johnson County,5401,223800,2.546075085,1.793269231,1.467540984,1.26440678,1.374692875,1.258010118
82890,56501,Detroit Lakes,MN,,Becker County,5402,225300,4.219101124,3.012032086,1.737085582,1.340273647,1.488110964,1.168568465
97272,93444,Nipomo,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,5403,594100,3.295063783,2.360349623,1.282045749,1.076463127,1.633040132,1.138995399
70678,29706,Chester,SC,Charlotte-Concord-Gastonia,Chester County,5404,73000,1.439842209,1.983695652,1.346863469,1.084695394,1.423001949,1.14599686
79125,48314,Sterling Heights,MI,Detroit-Warren-Dearborn,Macomb County,5405,252800,1.727956254,1.287824758,1.158570119,1.32633788,1.821325648,1.19245283
60847,7866,Rockaway,NJ,New York-Newark-Jersey City,Morris County,5406,337600,2.087816945,1.739309634,1.097172571,0.915153158,1.16978517,1.089032258
72345,33004,Dania Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,5407,210000,3.021582734,2.792553191,1.570680628,1.06870229,1.948051948,1.470588235
97714,94506,Danville,CA,San Francisco-Oakland-Hayward,Contra Costa County,5408,1356300,3.681596091,2.288341488,1.423787529,1.451053814,1.550588773,1.115653533
79389,48813,Charlotte,MI,Lansing-East Lansing,Eaton County,5409,135400,1.817449664,1.348605578,1.121789561,1.092816788,1.432804233,1.232029117
62598,12477,Saugerties,NY,Kingston,Ulster County,5410,213100,2.711195929,2.483682984,1.27987988,0.997192326,1.238953488,1.258712345
73334,35126,Clay,AL,Birmingham-Hoover,Jefferson County,5411,140800,1.76,1.403788634,1.117460317,1.040650407,1.20754717,1.174311927
66841,21231,Baltimore,MD,Baltimore-Columbia-Towson,Baltimore City,5412,237800,4.538167939,3.010126582,1.508883249,0.886321282,1.269620929,0.951961569
93871,82070,Laramie,WY,Laramie,Albany County,5413,245500,1.668932699,1.744847193,1.379213483,1.159659896,1.248728383,1.12202925
399649,84005,Eagle Mountain,UT,Provo-Orem,Utah County,5414,348400,2.450070323,2.181590482,2.13088685,1.402012072,1.805181347,1.398073836
58757,2445,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,5415,923400,4.456563707,2.799878714,1.841643398,1.817716535,1.733433452,1.238299584
95814,89118,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,5416,216200,2.14271556,2.001851852,1.461798513,0.988117002,2.695760599,1.454912517
67802,23704,Portsmouth,VA,Virginia Beach-Norfolk-Newport News,Portsmouth City,5417,124700,1.99201278,1.748948107,1.426773455,0.821475626,1.136736554,1.093859649
82914,56537,Fergus Falls,MN,Fergus Falls,Otter Tail County,5418,157900,3.296450939,2.534510433,1.388742304,1.34957265,1.688770053,1.152554745
78088,46311,Dyer,IN,Chicago-Naperville-Elgin,Lake County,5419,241400,1.586070959,2.001658375,1.362302483,1.204590818,1.289529915,1.217347453
92586,78653,Manor,TX,Austin-Round Rock,Travis County,5420,209300,1.742714405,1.690630048,1.63515625,1.3538163,1.61,1.245833333
97066,92868,Orange,CA,Los Angeles-Long Beach-Anaheim,Orange County,5421,584100,3.855445545,3.108568387,1.559679573,1.188886627,1.882978723,1.242237346
72224,32796,Titusville,FL,Palm Bay-Melbourne-Titusville,Brevard County,5422,160400,2.570512821,2.355359765,1.722878625,1.145714286,2.46390169,1.735930736
69503,27803,Rocky Mount,NC,Rocky Mount,Nash County,5423,132600,2.015197568,1.424274973,1.227777778,1.02,1.178666667,1.159090909
89940,73115,Del City,OK,Oklahoma City,Oklahoma County,5424,72500,1.781326781,1.569264069,1.232993197,1.100151745,1.296958855,1.247848537
93593,80915,Colorado Springs,CO,Colorado Springs,El Paso County,5425,247800,2.335532516,1.957345972,1.642147117,1.490974729,1.676589986,1.380501393
96433,91501,Burbank,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5426,898800,4.243626062,3.077028415,1.788656716,1.418336752,1.83803681,1.267343486
100050,99004,Cheney,WA,Spokane-Spokane Valley,Spokane County,5427,241800,2.153161175,2.168609865,1.83878327,1.263322884,1.507481297,1.344080044
63011,13204,Syracuse,NY,Syracuse,Onondaga County,5428,60700,1.223790323,1.405092593,1.138836773,1.039383562,1.001650165,1.020168067
66681,20876,Germantown,MD,Washington-Arlington-Alexandria,Montgomery County,5429,348800,2.28421742,2.112658995,1.161505162,0.937130575,1.242165242,1.083903045
63347,13901,Chenango,NY,Binghamton,Broome County,5430,116500,1.728486647,1.754518072,1.493589744,1.045780969,1.129970902,1.136585366
91718,77069,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,5431,250300,1.65871438,1.545061728,1.477567887,1.318756586,1.414124294,1.078414477
94744,85028,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,5432,403800,3.080091533,2.426682692,1.805096111,1.117012448,1.853143644,1.19255759
59361,4092,Westbrook,ME,Portland-South Portland,Cumberland County,5433,245000,2.637244349,2.185548617,1.359600444,1.205708661,1.361867704,1.261585994
70396,29307,Spartanburg,SC,Spartanburg,Spartanburg County,5434,147000,1.929133858,1.480362538,1.344922232,1.239460371,1.295154185,1.226021685
93073,79764,Odessa,TX,Odessa,Ector County,5435,158200,2.483516484,2.253561254,2.158253752,1.787570621,1.69924812,1.331649832
68033,24179,Vinton,VA,Roanoke,Roanoke County,5436,160500,1.952554745,1.575073602,1.270783848,1.034149485,1.171532847,1.109958506
95957,89706,Carson City,NV,Carson City,Carson City,5437,294100,2.666364461,2.345295056,1.608862144,1.167990469,2.233105543,1.40987536
74470,37766,Lafollette,TN,Knoxville,Campbell County,5438,94300,2.229314421,1.631487889,1.576923077,1.187657431,1.390855457,1.224675325
65105,17552,Mount Joy,PA,Lancaster,Lancaster County,5439,199100,1.86423221,1.691588785,1.37026841,1.10427066,1.208864602,1.147550432
58840,2649,Mashpee,MA,Barnstable Town,Barnstable County,5440,407500,3.15158546,2.208672087,1.166618952,1.125069023,1.301501118,1.164285714
60677,7450,Ridgewood,NJ,New York-Newark-Jersey City,Bergen County,5441,711700,2.540878258,1.935545281,1.221383216,1.056718634,1.166147796,1.074588555
93194,80002,Arvada,CO,Denver-Aurora-Lakewood,Jefferson County,5442,386300,3.373799127,2.484244373,2.002592017,1.990211231,2.287152161,1.373266975
63580,14526,Penfield,NY,Rochester,Monroe County,5443,203200,1.621707901,1.564280216,1.336842105,1.240537241,1.252774353,1.068349106
79173,48382,Commerce,MI,Detroit-Warren-Dearborn,Oakland County,5444,316600,1.859072225,1.750138198,1.256847956,1.312603648,1.766741071,1.150018162
77536,45245,Cincinnati,OH,Cincinnati,Hamilton County,5445,174500,1.800825593,1.414100486,1.243763364,1.194387406,1.275584795,1.247319514
97955,95054,Santa Clara,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,5446,1273300,5.481274214,3.173728814,2.366728625,1.812010815,2.475792339,1.362984372
73115,34465,Beverly Hills,FL,Homosassa Springs,Citrus County,5447,119700,2.271347249,1.95908347,1.433532934,1.033678756,1.946341463,1.633015007
77837,45822,Celina,OH,Celina,Mercer County,5448,139100,1.20641804,1.20641804,1.20641804,1.342664093,1.304878049,1.14863749
73555,35633,Florence,AL,Florence-Muscle Shoals,Lauderdale County,5449,132500,2.528625954,2.047913447,0.955988456,1.311881188,1.151172893,1.077235772
87126,66210,Overland Park,KS,Kansas City,Johnson County,5450,310000,2.43902439,1.718403548,1.586489253,1.362637363,1.446570229,1.239008793
66140,20017,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,5451,543600,4.77260755,3.924909747,2.506224066,1.493406593,1.880318229,1.24166286
78094,46323,Hammond,IN,Chicago-Naperville-Elgin,Lake County,5452,105600,1.364341085,1.164277839,1.229336438,0.975970425,1.466666667,1.352112676
69745,28139,Rutherfordton,NC,Forest City,Rutherford County,5453,151100,2.028187919,1.705417607,1.429517502,1.091763006,1.294772922,1.236497545
98208,95448,Healdsburg,CA,Santa Rosa,Sonoma County,5454,892600,4.864305177,3.271994135,1.891502437,1.731186967,2.269514366,1.334230194
61150,8721,Berkeley,NJ,New York-Newark-Jersey City,Ocean County,5455,261800,2.091054313,1.915142648,1.101851852,0.84506133,1.136778116,1.094939356
68187,24523,Bedford,VA,Lynchburg,Bedford County,5456,146000,2.37012987,1.845764855,1.586956522,1.094452774,1.130906274,1.096919609
91283,76148,Watauga,TX,Dallas-Fort Worth-Arlington,Tarrant County,5457,183300,2.457104558,2.151408451,1.990228013,1.771014493,2.041202673,1.483009709
95239,87002,Belen,NM,Albuquerque,Valencia County,5458,121300,1.198616601,1.304301075,1.153041825,1.018471872,1.18805093,1.155238095
60862,7901,Summit,NJ,New York-Newark-Jersey City,Union County,5459,859100,2.649090348,2.10409013,1.285115931,1.033814681,1.170595449,1.090228426
65100,17545,Rapho,PA,Lancaster,Lancaster County,5460,212400,1.840554593,1.722627737,1.384615385,1.130388505,1.229878402,1.161290323
81988,54937,North Fond du Lac,WI,Fond du Lac,Fond du Lac County,5461,216100,1.87424111,1.6458492,1.505923345,1.358265242,1.433974784,1.335599506
73726,36066,Prattville,AL,Montgomery,Autauga County,5462,168600,1.5,1.369618197,1.218208092,1.031192661,1.113606341,1.10994075
93371,80403,Golden,CO,Denver-Aurora-Lakewood,Jefferson County,5463,567800,2.968112912,2.22143975,1.749229821,1.608954378,1.734270006,1.246542261
76861,43812,Coshocton,OH,Coshocton,Coshocton County,5464,87300,1.69844358,1.322727273,1.215877437,1.157824934,1.233050847,1.113520408
67746,23502,Norfolk,VA,Virginia Beach-Norfolk-Newport News,Norfolk City,5465,199500,2.584196891,2.229050279,1.524064171,1.007067138,1.347972973,1.162587413
73542,35613,Athens,AL,Huntsville,Limestone County,5466,188300,1.929303279,1.637391304,1.76641651,1.066855524,1.147471054,1.142597087
66764,21076,Hanover,MD,Baltimore-Columbia-Towson,Anne Arundel County,5467,377400,2.328192474,2.182764604,1.368382886,0.9617737,1.096455549,1.054484493
97840,94706,Albany,CA,San Francisco-Oakland-Hayward,Alameda County,5468,979100,4.414337241,2.985060976,1.811135775,1.600359595,1.87999232,1.118843561
77309,44709,Canton,OH,Canton-Massillon,Stark County,5469,114500,1.467948718,1.25136612,1.069094304,1.035262206,1.343896714,1.153071501
69592,27896,Wilson,NC,Wilson,Wilson County,5470,177900,2.09540636,1.514042553,1.272532189,1.084095064,1.209381373,1.184420772
97336,93560,Rosamond,CA,Bakersfield,Kern County,5471,254400,2.894197952,2.975438596,1.583074051,1.102730819,2.241409692,1.503546099
66766,21078,Havre de Grace,MD,Baltimore-Columbia-Towson,Harford County,5472,268500,2.065384615,1.923352436,1.343843844,0.919520548,1.174540682,1.161834704
